BudgetMonth,StoreKey,ChannelKey,Category,BudgetUnits,BudgetSales,BudgetGrossProfit,TargetMarginPct,Scenario,BudgetOwner,FiscalYear,FiscalQuarter,Year,MonthNum,MonthName
2022-02-01,210,1,Electronics,7,3367.82,1593.69,0.4732,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,210,1,Fashion,11,1528.56,616.8,0.4035,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,210,1,Furniture,16,10714.0,4193.43,0.3914,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,210,1,Grocery,5,185.2,87.53,0.4726,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,210,1,Home Appliances,10,4665.98,1808.47,0.3876,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,210,1,Office Supplies,8,538.58,233.27,0.4331,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,210,1,Sports,14,3422.45,1198.9,0.3503,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,211,1,Beauty,26,1684.06,682.06,0.405,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,211,1,Electronics,3,1498.25,477.47,0.3187,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,211,1,Fashion,12,1823.05,702.47,0.3853,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,211,1,Furniture,15,8947.14,3266.45,0.3651,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,211,1,Grocery,20,569.27,181.65,0.3191,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,211,1,Home Appliances,16,10992.95,4151.21,0.3776,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,211,1,Office Supplies,4,202.64,88.58,0.4371,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,211,1,Sports,28,5568.38,2451.54,0.4403,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,212,1,Beauty,17,806.09,239.06,0.2966,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,212,1,Electronics,7,9421.38,4052.37,0.4301,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,212,1,Fashion,21,2240.43,746.79,0.3333,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,212,1,Furniture,3,3340.07,1126.38,0.3372,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,212,1,Grocery,12,322.53,137.9,0.4276,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,212,1,Home Appliances,23,7649.51,3296.79,0.431,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,212,1,Office Supplies,24,1261.77,542.66,0.4301,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,212,1,Sports,17,2394.23,1032.2,0.4311,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,213,1,Beauty,32,1823.39,627.04,0.3439,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,213,1,Electronics,34,39028.63,16872.26,0.4323,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,213,1,Fashion,17,1574.21,604.24,0.3838,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,213,1,Furniture,10,6153.93,2522.03,0.4098,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,213,1,Grocery,22,622.22,258.16,0.4149,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,213,1,Home Appliances,27,14678.78,4506.39,0.307,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,213,1,Office Supplies,13,482.8,221.89,0.4596,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,213,1,Sports,25,3836.94,1832.95,0.4777,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,214,1,Beauty,12,663.56,265.54,0.4002,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,214,1,Electronics,23,19940.97,9227.37,0.4627,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,214,1,Fashion,17,1687.83,768.45,0.4553,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,214,1,Furniture,15,13200.09,5406.16,0.4096,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,214,1,Grocery,11,322.57,116.83,0.3622,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,214,1,Home Appliances,39,16692.68,6198.6,0.3713,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,214,1,Office Supplies,4,243.69,98.79,0.4054,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,214,1,Sports,20,3618.21,1572.26,0.4345,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,215,2,Beauty,65,2924.48,1085.48,0.3712,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,215,2,Electronics,44,52395.33,20432.85,0.39,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,215,2,Fashion,33,3674.54,1714.14,0.4665,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,215,2,Furniture,32,27113.61,10479.8,0.3865,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,215,2,Grocery,29,664.69,228.57,0.3439,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,215,2,Home Appliances,21,6096.92,2584.52,0.4239,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,215,2,Office Supplies,3,150.09,57.76,0.3848,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,215,2,Sports,27,4153.27,1764.29,0.4248,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,216,2,Beauty,25,1450.79,604.39,0.4166,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,216,2,Electronics,46,52026.86,21261.71,0.4087,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,216,2,Fashion,27,1759.31,799.27,0.4543,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,216,2,Furniture,18,14395.8,5423.53,0.3767,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,216,2,Grocery,10,365.15,155.33,0.4254,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,216,2,Home Appliances,36,16243.36,6770.22,0.4168,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,216,2,Office Supplies,46,2424.24,992.79,0.4095,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,216,2,Sports,17,3238.33,1418.78,0.4381,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,217,2,Beauty,30,1752.41,681.65,0.389,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,217,2,Electronics,26,21926.69,8615.62,0.3929,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,217,2,Fashion,32,3484.33,1429.83,0.4104,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,217,2,Furniture,35,22693.71,8864.57,0.3906,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,217,2,Grocery,28,375.95,146.84,0.3906,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,217,2,Home Appliances,32,14609.45,5466.31,0.3742,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,217,2,Office Supplies,15,621.22,282.39,0.4546,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,217,2,Sports,44,7597.69,3692.67,0.486,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,218,3,Beauty,292,16994.79,5656.25,0.3328,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,218,3,Electronics,188,151478.0,64429.63,0.4253,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,218,3,Fashion,229,23879.2,9774.9,0.4093,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,218,3,Furniture,173,120199.25,38194.77,0.3178,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,218,3,Grocery,374,6960.98,2702.95,0.3883,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,218,3,Home Appliances,354,167686.29,60227.24,0.3592,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,218,3,Office Supplies,153,6250.04,2060.96,0.3298,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,218,3,Sports,122,20847.32,7373.23,0.3537,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,219,3,Beauty,207,11815.95,3993.6,0.338,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,219,3,Electronics,269,290421.62,125632.12,0.4326,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,219,3,Fashion,87,5869.82,2310.0,0.3935,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,219,3,Furniture,111,46039.27,15075.78,0.3275,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,219,3,Grocery,164,4968.85,1962.83,0.395,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,219,3,Home Appliances,370,142772.98,54767.54,0.3836,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,219,3,Office Supplies,222,10190.87,4136.29,0.4059,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,219,3,Sports,144,28423.6,8897.27,0.313,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,220,4,Beauty,55,3544.27,1227.19,0.3462,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,220,4,Electronics,34,29760.68,13143.69,0.4416,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,220,4,Fashion,64,6978.3,2802.13,0.4015,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,220,4,Furniture,56,26804.96,9731.33,0.363,Baseline,Regional Director,2022,FQ4,2022,2,February
2022-02-01,220,4,Grocery,58,2080.13,807.68,0.3883,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,220,4,Home Appliances,76,44433.81,17631.51,0.3968,Baseline,Commercial Planning,2022,FQ4,2022,2,February
2022-02-01,220,4,Office Supplies,17,617.54,268.3,0.4345,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-02-01,220,4,Sports,84,13211.02,5496.49,0.4161,Baseline,Finance Ops,2022,FQ4,2022,2,February
2022-03-01,201,1,Beauty,22,1170.56,208.45,0.1781,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,201,1,Electronics,20,25565.87,6796.99,0.2659,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,201,1,Fashion,28,2071.54,752.21,0.3631,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,201,1,Furniture,27,11497.89,4293.27,0.3734,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,201,1,Grocery,2,44.14,11.51,0.2608,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,201,1,Home Appliances,13,8493.48,2515.1,0.2961,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,201,1,Office Supplies,37,2033.15,1019.45,0.5014,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,201,1,Sports,5,769.86,350.93,0.4558,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,202,1,Beauty,22,1046.1,350.62,0.3352,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,202,1,Electronics,11,11316.92,3718.69,0.3286,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,202,1,Fashion,1,70.02,20.58,0.2939,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,202,1,Furniture,3,3079.93,1410.72,0.458,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,202,1,Grocery,10,266.17,95.96,0.3605,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,202,1,Home Appliances,12,7749.64,2325.16,0.3,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,202,1,Office Supplies,35,1443.34,589.6,0.4085,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,202,1,Sports,7,1140.45,426.87,0.3743,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,203,1,Beauty,34,1834.19,607.99,0.3315,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,203,1,Electronics,47,50278.31,23832.02,0.474,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,203,1,Fashion,1,84.64,22.69,0.2681,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,203,1,Furniture,29,16989.72,6450.94,0.3797,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,203,1,Grocery,6,118.96,52.86,0.4444,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,203,1,Home Appliances,20,7046.53,3175.94,0.4507,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,203,1,Office Supplies,40,2135.48,813.32,0.3809,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,203,1,Sports,17,3848.66,1828.41,0.4751,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,204,1,Beauty,22,1168.58,491.68,0.4207,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Electronics,31,28425.81,11579.45,0.4074,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Fashion,14,1267.85,398.82,0.3146,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,204,1,Furniture,10,7846.99,2813.36,0.3585,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Grocery,24,643.29,202.97,0.3155,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Home Appliances,16,8224.08,3286.11,0.3996,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Office Supplies,14,494.56,234.02,0.4732,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,204,1,Sports,2,560.53,174.69,0.3117,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,205,1,Beauty,20,1109.13,416.0,0.3751,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,205,1,Electronics,29,25579.18,10381.07,0.4058,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,205,1,Fashion,24,2255.4,1014.6,0.4499,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,205,1,Furniture,20,16758.06,6025.31,0.3595,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,205,1,Grocery,13,356.59,111.91,0.3138,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,205,1,Home Appliances,56,33541.39,15431.41,0.4601,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,205,1,Office Supplies,15,609.66,254.0,0.4166,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,205,1,Sports,16,2005.61,849.12,0.4234,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,206,1,Beauty,6,349.43,128.12,0.3667,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,206,1,Electronics,37,23881.04,8597.52,0.36,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,206,1,Fashion,15,930.09,387.82,0.417,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,206,1,Furniture,17,9922.19,2932.51,0.2956,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,206,1,Grocery,11,285.13,97.48,0.3419,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,206,1,Home Appliances,17,8887.86,3390.98,0.3815,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,206,1,Office Supplies,9,499.29,207.7,0.416,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,206,1,Sports,28,4753.14,1821.83,0.3833,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,207,1,Beauty,22,810.4,342.26,0.4223,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,207,1,Electronics,19,13275.16,6661.12,0.5018,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,207,1,Fashion,4,575.98,224.61,0.39,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,207,1,Furniture,33,26976.85,10510.21,0.3896,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,207,1,Grocery,24,329.52,115.62,0.3509,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,207,1,Home Appliances,12,4261.33,1849.79,0.4341,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,207,1,Office Supplies,7,280.95,110.1,0.3919,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,207,1,Sports,24,4136.46,1424.42,0.3444,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,208,1,Beauty,14,512.28,201.5,0.3933,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,208,1,Electronics,23,29217.65,12431.09,0.4255,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,208,1,Fashion,25,1434.61,568.98,0.3966,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,208,1,Furniture,6,5966.91,1898.47,0.3182,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,208,1,Grocery,15,335.36,136.64,0.4074,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,208,1,Home Appliances,21,14344.32,5648.92,0.3938,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,208,1,Office Supplies,20,614.44,227.44,0.3702,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,208,1,Sports,17,3330.12,829.83,0.2492,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,209,1,Beauty,31,1078.41,379.29,0.3517,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,209,1,Electronics,36,34177.89,11953.81,0.3498,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,209,1,Fashion,4,748.34,273.72,0.3658,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,209,1,Furniture,42,16750.81,5517.57,0.3294,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,209,1,Grocery,32,932.16,330.76,0.3548,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,209,1,Home Appliances,42,13724.2,6413.91,0.4673,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,209,1,Office Supplies,6,257.5,57.64,0.2238,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,209,1,Sports,25,4131.57,1955.18,0.4732,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,210,1,Beauty,8,334.77,147.75,0.4413,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,210,1,Electronics,17,25911.64,10443.45,0.403,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,210,1,Fashion,15,2161.47,847.84,0.3923,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,210,1,Furniture,29,12482.89,5138.02,0.4116,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,210,1,Grocery,17,291.69,96.16,0.3297,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,210,1,Home Appliances,14,6926.29,2644.84,0.3819,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,210,1,Office Supplies,17,754.36,330.54,0.4382,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,210,1,Sports,31,4226.58,1851.73,0.4381,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,211,1,Beauty,10,541.39,172.61,0.3188,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,211,1,Electronics,31,27935.43,11239.69,0.4023,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,211,1,Fashion,24,2565.67,902.13,0.3516,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,211,1,Furniture,12,6369.62,2624.13,0.412,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,211,1,Grocery,17,333.53,110.29,0.3307,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,211,1,Home Appliances,27,11454.3,5794.11,0.5058,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,211,1,Office Supplies,19,853.88,370.31,0.4337,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,211,1,Sports,17,2332.25,891.54,0.3823,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Beauty,24,1057.09,409.68,0.3876,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Electronics,11,9639.4,3990.12,0.4139,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Fashion,28,2491.63,860.78,0.3455,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Furniture,24,15028.29,5259.06,0.3499,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Grocery,13,366.56,128.2,0.3497,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,212,1,Home Appliances,14,5188.27,2295.62,0.4425,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,212,1,Office Supplies,17,996.54,418.8,0.4203,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,212,1,Sports,17,4048.36,1327.93,0.328,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,213,1,Beauty,14,749.74,268.82,0.3586,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,213,1,Electronics,22,17840.42,6261.37,0.351,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,213,1,Fashion,10,981.16,430.42,0.4387,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,213,1,Furniture,7,5123.26,2367.16,0.462,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,213,1,Grocery,46,905.72,345.65,0.3816,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,213,1,Home Appliances,28,12126.05,4434.66,0.3657,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,213,1,Office Supplies,18,715.2,311.76,0.4359,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,213,1,Sports,17,3610.75,1614.68,0.4472,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,214,1,Beauty,18,829.25,307.34,0.3706,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,214,1,Electronics,15,10335.03,3625.52,0.3508,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,214,1,Fashion,20,2164.62,972.77,0.4494,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,214,1,Furniture,16,13138.44,5344.11,0.4068,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,214,1,Grocery,5,110.6,50.73,0.4587,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,214,1,Home Appliances,27,11396.04,4368.89,0.3834,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,214,1,Office Supplies,8,232.58,81.35,0.3498,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,214,1,Sports,9,975.43,298.86,0.3064,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,215,2,Beauty,12,484.81,147.24,0.3037,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,215,2,Electronics,49,40862.31,15236.35,0.3729,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,215,2,Fashion,16,1528.57,641.98,0.42,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,215,2,Furniture,15,11783.13,2989.58,0.2537,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,215,2,Grocery,25,743.47,301.26,0.4052,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,215,2,Home Appliances,37,14637.14,5259.74,0.3593,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,215,2,Office Supplies,15,694.94,258.42,0.3719,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,215,2,Sports,49,10105.02,3735.82,0.3697,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,216,2,Beauty,21,1178.25,400.36,0.3398,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,216,2,Electronics,46,55829.54,20624.21,0.3694,Baseline,Commercial Planning,2022,FQ4,2022,3,March
2022-03-01,216,2,Fashion,27,2936.24,1217.04,0.4145,Baseline,Regional Director,2022,FQ4,2022,3,March
2022-03-01,216,2,Furniture,50,28968.76,10379.12,0.3583,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,216,2,Grocery,46,1013.62,352.71,0.348,Baseline,Finance Ops,2022,FQ4,2022,3,March
2022-03-01,216,2,Home Appliances,44,17614.62,6901.25,0.3918,Baseline,Commercial Planning,2022,FQ4,2022,3,March
